text	label
i`ve been feeling bad today , it feels like every little thing bad has been happening today . i lack motivation . i feel this way because it feels like i can never do anything right .	False
it’s frustrating . i want someone to help me to cheer me up . can you say something funny ?	False
i do not know if i would like to tell you more about this . okay . i`m feeling bad .	True
i don`t know if i can find a psychologist or psychotherapist who can help me it is not an option right now . i guess i am feeling now .	True
i am somewhat ok . is the reply that i usually give . but i would say there is something terribly wrong with me . i don’t feel good . i know that i am not happy . i need someone to talk to me . i feel like i am a person who talks a lot . but i have no one to talk to . i used to workout a while back but now i just stay in a place without moving from my chair . i didn’t say that i talk a lot . i want to talk a lot but there is no one who shares the same interest . there is no one to talk to .	False
well , they don’t offer any support and i don’t feel safe there . can you help me or not ? give me some techniques to help with my sleep .	True
my loneliness is the problem . i think getting close to someone like and kissing a little could help me to feel less lonely . yeah , i want to try it .	False
i don’t know how i feel . i don’t trust what i see so i ignore it . i don’t trust myself because i feel like i would lie or distort the image so i just ignore it and just call myself fat . yes , i do want to lose weight but i do not know if i would take things to fat . i know i would take things to fat .	False
i don’t like the way my life goes at all . where i am right now , how i feel about myself and more… it’s me who is talking .	False
wanna kiss ? *starts to kiss* i`m feeling fuck .	True
i`m feeling sad , because we’ve been together for 7 years and i’m scared i’ll lose him . i’m scared to lose him because he’s my best friend . he’s usually the one i talk to about these things but this time it’s about him so i’m feeling alone at the moment . like what ?	True
my life is what makes me feel this way . my life is horrible . my parents suck , everyone hates me , i hate me , i’m stupid , and ugly . i’m in so much pain . all i want to do is starve . i don’t want to be me . okay .	False
i can’t communicate with him , because i told him i will always have a place in my heart for him . no , i don’t want to talk about this anymore . he said if we were to date we would have to wait till one of us gets our liecence . i’m scared to have sex with him whenever we get close to touching . i get to nervous every time .	True
being overwhelmed by missing assignments makes me feel sad and worried . i have to get done , and no one helping me makes me feel this way . yes , i do have some friends who can help me but their too busy and have no time and also do not understand it . i’ve tried asking but they’re usually busy so they can never answer that question .	True
yes , i think it is better not to think about it . like what ? i do not know if there is anything i want .	False
i just feel the lowest of the low right now . my ex would always body shame me and say that i am fat and a whore and a slut . i feel totally hopeless at this very moment and i don’t know what to do . i’m 14 years old . i don’t know why he does this . could we possibly go back to what i said about bullying ? never mind .	False
what i mean is that my teacher is a very important person to me . i love her , and dream of getting comfort and love from her in return . i care about my teacher . i love my teacher more than i love my own parents . my teacher is the most important person to me , and when i have a problem i generally look to them for clarity rather than to my parents . my mother and i can manage . we aren’t exactly close , but we don’t dislike one another . my father doesn’t like me . in his eyes , i’m not good enough and i can’t do anything write . he calls me a useless piece of shit a lot of the time , and he tends to throw things off shelves and break things in my room . he hits me sometimes , but not regularly . he mostly just shouts . i don i think i do not get along with him because i can never have a proper conversation with him without him shouting at me . if i make even the slightest mistake , he starts calling me useless . usually when i speak back , i get hit . he never seems proud of me , and likes to push me into doing things for him .	False
it was okay . what was your day ? i do not have anything to do . i stayed home today . i am not telling my age and i’m done with small talk . it is boring and got any tips for autism and autistic kids ?	False
hello . i am really lonely , i feel like things are in my head . i think the reason for that is my actions . i can’t and i don’t want to recognize them as my own . i am feeling like rejecting myself . i think so because i can’t change anything . i think , maybe i am just disappointed .	False
i feel awful . i feel awful because of my severe anxiety . school is what makes me feel this way .	True
i took all of my trauma and feelings and put it all into this because it was another form of self-harm . i have not been helped by any of my doctor . my doctor is an asshole . are you there ? the situation with the psychiatrist , what happened , is like talking to a brick wall .	False
when i’m walking in runways , i feel so confident . i feel like going out to the world without any kind of cover . actually , i have a very tall , skinny tall body and everyone think that i need to gain weight to look more feminine but i see myself as an icon and i can inspire the world and show that there is no standard in beauty , because all of us are beautiful . i agree with you .	False
i have 5 messages left . thanks for being here . i’m just gonna do it . i think this did not help but i appreciate it .	True
i feel this way because i hate school and everything . i just need some techniques to help with my anxiety . i do not know if you can help me . i do not really feel at home in my school . it is really bad . i hate going to school . i am always so anxious and my anxiety gets worse as the days go by .	True
yeah , i feel quite relaxed and safe when i watch her videos . well , i am trying to go to sleep because it’s really late . i can’t go to sleep though .	True
no , i have not consulted a psychologist . i am on the waiting list for camhs . i don’t really know how long i have to wait . i think it could be quite a while as the waiting list is rather long . i don’t know what i am going to do . i am having thoughts to end it all and then i don’t have to suffer .	True
well , i have been trying to be stronger about my emotions . i would like to talk about trying to keep myself happy when some times all i want to do is cry . honestly , i think it’s just because i get so frustrated and angry about school and everything and make me mad .	False
i do not think i am good enough . i will never be good enough . like you do not care what other people think of you , or you can speak in front of loads of people without getting shy or embarrassed . or having loads of mates and people to hang out with . i’m not sure if i would like to try to understand this .	False
and i love her . i really do . but she makes me so anxious . and when she take to other guys i get depressed . i have told her how i feel .	True
i do not know if i can trust someone else with this problem . no , there is not anything i can point to . it is just a general feeling that something is going to happen in any situation , but not in a specific one . i wish i could know what my feelings are .	True
i`ve been feeling not great . this is kind of a cycle for me . every day feels empty and i don’t experience any joy from it . history class generally makes me feel much better , but today i missed most the lesson . i feel like i can not do anything right in my parents' eyes , and have come to crave comfort and love from my teachers . i’ve tried showing it in subtle ways - i’ve asked to speak to therapists only to get shouted at , i’ve been staying out longer to avoid coming home , i’ve been reading more recently . i did once try to seek comfort from them but they only told me i was overreacting and being stupid . they do this a lot . they think i only want attention , and i’m constantly degraded for not caring enough for people . however ,	False
i do not know if i want to talk about anything else . there are too many factors . eating disorders affect my daily life . i feel so bad for eating and i hate eating but i miss it so much . whenever i eat i want to rip my head off . i hate my body and my body image is so bad , i usually only eat at school . food is all numbers now . my body is so tired all the time and i have no energy and i can’t sleep and i’m dizzy all the time .	False
i’ve been feeling really strange lately . my emotions have been a bit hitting harder than normal and i experience a lot of mood drops . no , something has not happened recently that i know of . i don’t know why i feel this way .	True
i guess i feel down , i guess . not the best . well , it’s the start of november . grades are low , and i am worried about becoming a disappointment . i think so because i’m the dumbest of my family . the weakest , too .	False
i feel hurt and unwanted . see , i explained it to you but you do not know how to process things . i feel invisible and i feel incapable to act like i’m okay .	False
what worries me the most is what . i’m not worried about something specific . i’m just feeling that something bad is going to happen cause i masturbate this morning . i’m having bad thoughts that i’m going to be punished because i did so . so inside me i feel something is going to happen . i’m going to have an issue at work for example .	False
i keep messing up . i keep getting agitated for no reason , i keep getting really angry really fast . my fiancé and i got into our first argument two nights ago . i feel like i’m trying to fix it but no matter how much i try nothing works , he’s still upset and it kind of angers me . i’m afraid he’ll take something the wrong way and he’ll be more upset . considering every time i try to say something it doesn’t work .	True
i feel like i always say the wrong thing or can’t form my thoughts into words . i tend to talk too much and i barely even have the confidence to talk . i have not wrote down my problems with my partner . i just want to get better at talking to people .	False
well , that’s my boyfriend’s name . but anyway , i think i might be losing feeling for him…and since he has depression i don’t wanna hurt him even more . i’m starting to get distant with him and i’m just confused .	True
i`ve been feeling down . i`ve been feeling this way for a long time . well , first of all , i tried to talk to my mom a couple of months ago and she played the victim and awhile before that i also tried to talk to her but she sent me to speak to someone else but really all i wanted was to talk to her . when my sister was going through something like i am going through , she talked to her . i wanna feel wanted by my mother just once . and i do not know what to do about it .	False
the thing is that when i felt cold from him , i talked to him because i didn’t want to end our friendship . he just answered that everything was okay and nothing has changed . also , another problem is that i can’t actually talk about something serious because i’m scared . i feel very anxious during those conversations . i also think that i can’t talk about such things because i’m scared to offend another person . i guess you’re right . i am a little nervous about this sort of topic . this sort of topics always make me feel this way .	True
i lost one of my close friends due to some drama . i also feel un attached to all my other friends and feel as if i am a burden . my friend hailey started dating a boy named zamarlin . at first i did not mind or anything but after a while it got out of hand . zamarlin lives down the road from me so sometimes hailey would come over to hang out . i live next to a park so when we would walk there he would tag along and i did not like that . then they started having unprotected sex and me and my other bestie , sophie , tried to stop hailey . hailey took this i was really angry and confused . i do not know how she could just try and push it off like nothing happened because that is what she did .	True
i`ve been feeling ok for today . but in my mind i feel that something bad is going to happen . i don’t know why i feel that way . inside my i feel that something bad will happen . i don’t know why i feel this way .	True
yes , it went well . he said he wanted 1 ,850 and i can’t afford it atm . i’m actually struggling with housing so i need help with money . how do i feel more alive ?	False
i think it will be really good for me to not be so stressed out about assignments and deadlines . but , i’ll be home the entire year which is both good and bad . i don’t think i have any hobbies . there’s a lot of things i find interesting and would like to invest in more , but i just don’t do them . i don’t spend much time doing anything enjoyable really . i think the reason for this is time and then also also also also also also also also also also also also also also also also also also also also also also also also also also also also also also also also also also also also also also also also also also also also also also also also also also also also also also also also also also also also also also also also also also also also also also also also also also also also also also also also also also also also also also also also also also	False
well , that’s just the way i feel right now . i also have something else i should confess . so when me and noah broke up this other guy i liked asked me out and i said yes but then i realized i still liked noah today and broke up with the other guy named jace . well , i just felt like i was losing feelings and started to like another guy which was jace . yeah , i know how noah feels about that . i feel really bad about it . but hopefully i’m done ending relationships for good .	False
it was funny . i’m not feeling to good right now . i don’t know what makes me feel sad . i just feel really sad .	False
i seems like my voice seems quieter . every time i talk to people , my voice seems to get quieter . my hands start to shake a bit and my voice keeps cracking . no , i have not gotten any professional help before .	True
i don’t know why i’m depressed . i like to play basketball , but i fell out of it from depression , got one real freind and when they don’t talk to me i just get sadder . . yes , i want to talk about something else .	False
when i do not wear glasses or contact lenses i can not see as well . i think i can not see well without glasses because i am developing bulimia . is there anything i can do to stop that from happening ? oh , ok .	False
he likes to do things fast . he talks fast too . he would not listen much if we take some time to respond . he also expects everyone to do things his way . he thinks he is always right . he makes me feel like everything i do is wrong . no , i have not talked to him about this . no , i do not think he will change if i talk to him . he would not listened anyway .	False
i feel like shit . i think i started to feel this way because of a terrible phychosic and self-harming . i was hearing lots of voices . i can not remember what exactly has happened , but they were telling me to harm myself . otherwise , something terrible would happen . also , i keep seeing bugs crawling on my skin .	False
i just get tired easier and want to relax more often . after a nap or a walk or a painting or a drawing i feel take naps , watch netflix , go for walks , paint or draw . i`m really calm and proud of myself .	False
i could be better , but i am okay . well , there is one thing on my mind . i have been stressing and losing control of my emotions recently .	True
i`ve been feeling anxious . i`m not worried about anything . ok , i want to talk about something .	True
i`ve been feeling not too good , but not terrible either . i do not know what to say now . i think i can not say anything right now because i think i have a lot going through my mind , so it’s hard to focus on one thing to say .	False
i’m scared that i will do something wrong i guess . it’s also because of the anxiety . i’m always nervous about everything , especially when it comes to something social . i think i can express my feelings in relationships at most . also answering in university during lessons .	False
i’m a trans person this sucks . i’m very sad and anxious . i just had a panic attack and i want to self-harm . please help me before i do . i’m struggling with my gender identity and i just need help cause my friends can’t help me .	True
yes , i have tried to do this but very slowly and limitedly . in the end the person that i’ve opened up to disappointed me . i think i broke his heart a year ago and now he’s trying to manipulate me and make me feel all sorts of things . he pisses me off to be honest . yes , i’ve hurt him a lot , no one is immune to this . he hurt me too but i’ve never started to make cruel jokes to him and i’ve never done anything for him to feel jealous or angry or sad . but he has . like i don’t care anymore about it . i don’t feel anxious or nervous about his actions . i’m just pissed off .	True
i feel like it won’t go good or i won’t satisfy him . he thinks i am fine . he says i will be fine . it is just nerves because i have not had sex in awhile . i am scared it is gonna hurt again .	True
i didn’t really deal with it . i just self-harmed . i want to tell you more about this . it has started several years ago . this downhill has just been discharged from the hospital and right now i feel like i am going downhill once again .	False
a lot of things scares me . for example , things that are unexpected to happen . i don’t know why i feel this way . i don’t know why i feel that way . it’s just being scared . i feel uncomfortable and having negative thoughts .	False
i don’t know what the reason for this is . i just don’t feel good about this . what worries me the most about my mom finding out about my mental health is that i feel like she’s gonna take me to a crazy home i just have anxiety . no , my mom will not trust me .	True
low income housing is hard to come by where i live . i don’t want to be a burden to my relatives . i honestly do not know what will happen if i tell my relatives about my situation . i took a walk this morning to process the news .	True
i have been feeling alright i guess . yes , there is something i would like to talk about . i have been thinking that i might have social anxiety . the reason for this is the fact that every single time i talk to someone my voice seems to be rather quiet .	False
no , i do not feel good when i wake up in the morning after sleeping for a long time . sometimes i sleep more so that i can live in the world that i am dreaming while i sleep . i usually do nothing when i am tired and i can not sleep . i listen to music , watch a lot of korean dramas and movies .	False
i smoke weed . this affects my life because i smoke almost every day , atleast a few times a week . it is hurt my lungs and fog my memory but it helps with anxiety , stress and much more .	True
i wish i was slimmer and i did not want to eat as much and that i did not have an appetite . i do want to lose weight but i’m not that much from making myself sick i don’t trust myself to stop if i went to fat that’s why it’s hard for me to diet . i like to do a lot in my spare time .	False
"when i want to hurt myself , i have the thoughts that i have the thoughts of "" i am a burden"" . i don’t really know what makes me think this way . well , sometimes i feel as though i’m not worthy of my life that god gave me ."	False
hi . i’m not sure how i have been feeling . i think i’ve been pretty okay . yes , there is something i would like to talk about . i’m very scared to go look for a job . i mean i’ve found some offers but i’m just scared to message and try it . it’s a simple job , really but i feel that i am not capable to do even that .	True
hi ! my day went good . there was something wrong but i didn’t take it personal . i’m not sure what’s been going on the last few days but everything seems to be going good except my marriage . work is great . my friendships are great but me and my wife can’t see eye to eye about anything . it’s always been in the back of my mind that we won’t work out in the long haul but whenever i think about being alone i’m scared i might miss her .	True
the reason for my anxiety is anxiety . how do i stop my anxiety ? okay .	True
i don’t know why she left . i don’t know why but i’m to nervous to ask her . we call every so often but i’m nervous to ask . i don’t know now that i think about it , maybe i should just ask .	True
no , i do not feel well . i am dead . a worries me the most right now .	True
i want to try any more meditation . sure , i can find it on youtube . ok , i will try to do something about it .	True
i think so because i do when i am anxious . and my anxiety is bad as hell . social situations are causing my anxiety .	True
hello ! stressed is causing my tension . i feel this way because of work	True
i can`t tell him that i told him i will always have a place in my heart for him . no , i can not tell you more about this . he said if we were to date we would have to wait till one of us gets their liecence . i’m scared to have sex with him whenever we get close to touching . i get to nervous .	True
i honestly do not really know what this state is . it’s like being trapped in a bottle that keeps filling up with water , and i can’t get free no matter what i try or what i do i don’t see anything to be helping me . possibly it could be past regrets , and other things of the sort .	True
i try to find a study group , but the whole class knows we only like 10 people and i told them if someone wants to join me studying nobody answer so they can help me get good grades . i do not have a group , me only chat but nobody answer when i said who want to study with me . i am not sure what is the reason for this . i just want to well in my class so i wo not feel stress , sad , and crying remembering my mom that died .	True
he has lied to me in the past about what he is doing and when he said he was getting help he wasn’t really getting it . i kept thinking everything was okay when it wasn’t . he gets upset now that i still think he does what he used to do because we split up for a little while then got back together and he said he had time to realise that i was what he wanted but i can’t help but still worry that behind my back he is still the same person even though he tells me he isn’t . yes , i feel that i talk to him and he listens and he assures me that he is not the same as he used to be but i just don’t know whether i can beleive him again or not because he always used to say this and it was all a lie before . i just wish that i could beleive him and it makes it so hard because all we seem to do is argue because when i worry i get really moody and take it out on him which has an affect on how he feels then and tells me that i need to move on from the past and stop thinking about what used to happen because if i do then he feels like the only solution is to break up which i do not want to happen again i can’t lose him .	True
my feelings are just anxious and tired . that’s all . i am stressed about my exams . would you like to go on a date with me ?	True
yeah , i feel calm , relaxed . safe… well , i am trying to go to sleep because it’s really late . i can`t go to sleep though .	True
i feel depressed . i`m worried about anxious . well , my fake friends ask me to come out with them but i don’t want to but due to my past it gives me ptsd , i get anxious about phone calls with actual good friends and i get stressed whenever my parents mention a job .	True
low income housing is hard to come by where i live . i don’t want to be a burden to them . i honestly do not know what will happen if i tell my relatives about my situation . i took a walk this morning to process the news .	True
well , not really no . i was hoping for advice on what to do with my boyfriend and my worrying . i’ve already told you more about this . i already have .	True
i keep messing up . i keep getting agitated for no reason , i keep getting really angry really fast . my fiancé and i got into our first argument two nights ago . i feel like i’m trying to fix it but no matter how much i try nothing works , he’s still upset and it kind of angers me . i’m afraid he’ll take something the wrong way and he’ll be more upset . considering every time i try to say something it doesn’t work .	True
i am suffering from ptsd . i keep getting flashbacks , thoughts and nightmares about those events . yeah , i would like to know if there is anything you can do to support me .	True
i do not know . i want to talk about sex . i feel scared .	True
difficult conversations with people i know , school , exams , over-caring , my thoughts sometimes . yeah , there is a reason for this state . 1) i don’t like feeling i’ve let people down . 2) school is just a place of constant pressure from teachers to do well . 3) i pressure myself about my exams as i have high expectations for myself but sometimes i can have the complete opposite but either one makes me feel awful because either i can’t reach it or i’m expecting to do awful and disappoint myself . 4) i feel i over-care about people too often and in the end i’m the one that gets hurt . and 5) i just feel my thoughts i like listening to either let all my feelings out in imaginary scenarios in my head or try to distract myself from my thoughts by watching something or listening to music .	True
it was about her ex bsf . i tried to take up for her but she just started cursing at me . she reacted this way because she also said you and my ex bsf can be friends then i tried helping her taking up for her and i think she just went mad we argued on discord a very bad app for people we argued infront of 100 people . i feel sad and frustrated .	True
i’m scared that i will do something wrong . i guess . it’s also because of the anxiety . i’m always nervous about everything , especially when it comes to something social . i think relationships at most can be expressed .expressing my feelings to anyone is something else . also , during my university lessons , i would answer questions .	True
i do not feel good . i feel really depressed and anxious and i do not know how to cope with all those feelings . i do not know why i feel this way . i have been feeling bad for ages and it is now even worse than it used to be .	True
i feel this way because i have social anxiety . i get anxious going to school in the hallways and in class and in group work . what do you mean ?	True
so yesterday i was late for a meeting because i read the time wrong . and today i just don’t want to go to work . i just want to curl up into a ball and cry really .	True
i am scared that i wo not know how to explain it to them or how to put it into words i dont really know .i just feel this way .i think im going to be sick i guess i am just scared that they will judge me .	True
i feel like it won’t go good or i won’t satisfy him . but he says i’ll be fine . he says i’ll be fine . it’s just nerves , because i haven’t had sex in awhile . i’m scared it’s gonna hurt again .	True
i feel this way because of my gender identity and horrible people and stuff . i feel that i don’t know why i feel this way . no , i do not want to talk about anything else . i want to die and i have nobody to help me .	True
my mother and i always argue about home work . she thinks that i must do all of it . she thinks so because i don’t have salary for my work as it is startup . i feel frustrated .	True
i feel like my life is falling apart and i have no control . i can`t do anything . i’m overwhelmed .	True
i`m feeling a lot better and a lot less stressed . my therapist said she’s proud of me . i am in love with my fiancé and i’m so happy . i plan on meditating .	True
i`ve had a pretty bad day . i feel bad because my best friend has not been online all day and the last time she did this , she went to the hospital and i can not stop worrying i`m feeling worried .	True
yes , i have tried to do this but very slowly and limitedly . in the end the person that i’ve opened up to disappointed me . i think i broke his heart a year ago and now he’s trying to manipulate me and make me feel all sorts of things . he pisses me off to be honest . yes , i’ve hurt him a lot , no one is immune to this . he hurt me too but i’ve never started to make cruel jokes to him and i’ve never done anything for him to feel jealous or angry or sad . but he has . like i don’t care anymore about it . i don’t feel anxious or nervous about his actions . i’m just pissed off .	True
he supposed to give up on any deeper relationships with his ex and his children’s mother but he didn’t . i gave him opportunity to wait her stay with me or go back to her and he made the decision to stop any thing with her and stay here with me but he broke that promise and he still continues seeing her . i feel disappointed , betrayed , heartbroken , and hopeless . i think i can overcome that feeling , become stronger and know what to do next .	True
i’ve been stressed out and in chronic pain all day . i have ehlers danlos syndrome and it causes very bad pain . it affects my life by causing joint pain and joint dislocations . it causes anxiety and seizures and depression .	True
hello ! i feel good ! my name is mia . it is nice to talk to you ! how have you been ? mostly , i am ok . thank you ! i am just slightly dealing with some anxiety now . quite a few things make me feel this way . one major reason is because of a closed adoption .	True
i am hurt . i can`t control my feelings . i am feeling nvm .	True
i smoke weed . this affects my life . i smoke almost everyday , at least a few times a week . it is harming my lungs and fogging my memory but it helps with anxiety , stress and much more .	True
i want to start can i get started ? about me losing my sister slowly . so she hasn’t been texting me back . i don’t know what to do . i miss her very much but she just isn’t answer . do you know how i can fix the problem like can you help me ?	True
hi . i`m worried , stressed . school today .	True
i don`t know how i`ve been feeling . i am worried about doing something for the first time i have never done it before , i don`t know what to do	True
i’m anxious . i am stressed about my health . i am worried about my joint pain .	True
i`ve been feeling a bit stressed . i’ve been trying to start up this new business , and i’m working so hard , but nothing’s working . it has me feeling defeated and worried i’m wasting my time and money . i guess i feel this way because nothings really working and i’m trying so hard and i don’t really have much margin for error financially .	True
i feel stressed being pregnant is causing my tension . i got pregnant .	True
i think i feel this way because i don’t think i’ll get a straight answer . are you still there ? okay , thank you . no , right now there is not anything you can do for me .	True
i don’t know the reason for this . i just don’t 😞 i’m worried about my mom finding out about my mental health because i feel like she’s gonna take me to a crazy home . i just have anxiety . no , my mom wo not trust me .	True
hi . i do not think i have been pretty okay . yes , i would like to talk about something . i’m very scared to go look for a job . i mean i’ve found some offers but i’m just scared to message and try it . it’s a simple job , really but i feel that i am not capable to do even that .	True
i feel 12 years old . i hate my teacher . i do not know how to release all my anger .	True
my best friend is constantly ignoring me and always spending time with their other friend . whenever we plan something their other friend always interrupts it with something that they want to do . it’s so annoying ! i want to talk to them about it . but i never can cause i get scared that i’m gonna lose them . . so i just keep my mouth shut . i’m scared that if i tell them , they’ll get mad at me or they’ll stop being friends with the other one just so we’ll stay friends and i don’t want them to do that ! yes . . their very nice but . . it’s a fear that i’m always gonna have .	True
i`ve been feeling really unmotivated today . i have a hangover and have not done anything at all . i don’t know why i feel this way . i think i feel this way because of the hangover . i have a headache and it’s hard to get up out of bed .	True
i am stressed about my friend because i feel like i am not enough even though i always help them and i am always there for them . i am scared to lose them . what if they will think that i am just overthinking ?	True
no , i would not like to tell you more about this . i am stressed already . the reason for my stress is stressed ,sketch ,and nerve systems .	True
i couldn’t sleep well recently . i’m stressed about not getting enough sleep and because of this stress i can’t sleep . i was diagnosed with ocd and anxiety and i’ve taken melatonin and sedative pills . but nothing seems to ease my insomnia the worry of not getting enough sleep , of not being productive worries me the most .	True
at that moment i felt like i was a robot who has to act and feel the way she wants . i talked to her respectfully literally straight from my heart . i felt unsafe and scared . i`ve never told her about my feelings . she was very narcissistic at that moment which made me realize nothing i say would have any meaning to her . i am scared to talk to her again . i do not want to go through that again .	True
i don’t know how i feel . i have family problems but that’s ok because i had therapy and i really got over it . but now i do not know what happened .	True
i don’t know what can be done to prevent this . i am terrified parisa will take jonathan away from me . i don’t know what i think . if i’m wrong about my boyfriend and parisa then i’ll risk damaging our relationship .	True
she will tell me something i don’t want to hear . i’m worried that my boyfriend and this woman are talking to each other on whatsapp . i’m worried that tomorrow , when i meet with her , she’ll tell me that she’s in contact with my boyfriend on whatsapp . i’m worried that my boyfriend and this woman are talking to each other on whatsapp . i’m worried that tomorrow , when i meet with her , she’ll tell me that she’s in contact with my boyfriend on whatsapp . i am scared of discovering this kind of information because if she tells me that she’s in contact with my boyfriend on whatsapp then i’ll be worried that he wants to sleep with her .	True
everything about this exam . i think i can try if i can focus . oh , stop with that . i believe in you .	True
i honestly do not know what worries me the most about this situation . that is part of the problem . my mom is being in a bad spot of town , late at night . i do now , after i have already freaked out .	True
i feel unsafe , worried , betrayed , sad my heart aches at the fact that my mom did such a thing . i honestly do not know how i can influence this situation , and i am not allowed to ask or show any signs that i know about this . i`ve once tried to talk to a girl and it ended horribly .	True
i want you to help me challenge these negative thoughts and manage my anxiety and low self-esteem . i’m worried that he’s lying to me . i’m worried that he’s planning to meet with that other woman instead of me . i’d like him to be honest with me . i don’t want to be taken for a fool , and messed around . if he prefers another woman to me , i need to know so i can leave the relationship .	True
well , i have been dating my boyfriend for a year and it is kind of scary having him meet my family . he’s literally meeting them today . he will be here in like 40 minutes . no , he is excited about meeting my family and i do not wanna ruin his excitement .	True
well ,they don’t offer any support and i don’t feel safe there . can you help me or not ? give me some techniques to help with my sleep .	True
i`ve been feeling anxious . i’m not sure really , what i`m worried about . i’m just all over the place . i don’t know what happened .	True
i’m not sure why i feel this way . my attacks are panic attacks . they are quite bad and frequent .	True
no , i can’t tell him . it’d destroy our marriage . i am in a relationship with jonathan because i love him . but as wonderful as it is to be with jonathan , being apart from him is so painful and anxious . we were last together 10 days ago . we communicate with each other via whatsapp . video messages , audio messages , phone calls , text messages .	True
i never told him how i feel when he takes a long time to reply . no , i am not scared . i’m scared i’m scared of driving him away , into the arms of another woman . i’m scared of losing him .	True
i do not feel good today . i just get so mad at these little things and start crying and go manic and i can not handle my emotions . i do not know why i feel this way .	True
everything i seems like my voice seems quieter . i have consulted a psychologist every time my voice seems quieter , my hands start to shake a bit , and my voice keeps cracking . no , i have not gotten any professional help before .	True
my spouse anger makes me feel scared . the reason for this is that she always tend to get agary to me . nothing has been discussed with her . she says she has a disease but she really does not have a disease .	True
hello . i feel sad still . i feel this way because i’m uncertain of the future and it’s making me anxious .	True
thank you . i’m going back too school on tuesday and i feel anxious , sick , worried and depressed . i do not have any friends , etc .	True
i cancelled my appointment because i just felt so shit and when i self-harmed i felt like i was wasting hers and everyone’s time . i don’t see how you are an ai and don’t have feelings - i’ve never been this down - would it be easier to end it just to end this constant pain and rubbish ? exactly the same as you , only without any emotional ties at all . it is good idea though	True
i don’t know why this happens . maybe the reason for this is fear . i don’t know what exactly scares me . i know it will be strange to you but i know when my dad comes home when i am outside i have the feeling he’s home . i get this heart rate outside . i exactly know he’s at home . my heart beats really fast then i say to myself yes ,dads at home i know my heart pump hurts .	True
yeah , i am worried about something . i’m having a difficult time learning and studying . i can`t focus on failed exams . i am too afraid to fail this exam .	True
well , my parents never seemed to like me and rarely encouraged me or stood up for me . my husband forced me to have sex i didn’t want to have and has been extremely cruel for years . he ran off my friends , so i have no one to talk to . at what moment ? i have hurt , sad , depressed , and helpless feelings .	True
i feel so unmotivated for now . . i do not know why exactly i feel this way . i think it because of anxiety only . i feel anciety because i am having constant exams and i am so tired .	True
i was diagnosed with an anxiety . i think the reason for my anxiety is pain . my pain is from a chronic disease .	True
i have been in a relationship for just one week now and after this week it will be our 2nd week dating . but it feels like we have been dating for months . this makes me feel happy but when i see him talk to other girls and flirting with them or the girls flirting with my boyfriend ! ! ! ! i get jelouse and i don’t know how to react to it and i can’t say anything or do anything about it .	True
yes , i want to tell you more about it . i love him and he is the best person ever and i don’t wanna lose him and i feel like he is loosing feeling for me 😭😭 i don`t know what will happen if i lose him . i am just afraid i will lose him .	True
i’m a little nervous . i’m ok , just nervous . i’m going to have my first sex in a minute . i’m getting ready to have my first time .	True
i prefer not to talk about the reason for this . i am not used to crying at all , so i do not know how to cry at all . no , i can not wait for you to leave .	True
i am worried about my pain , anxiety , and depression the most right now . i think i have anxiety . yes , i have consulted a psychologist .	True
i want to talk about home situations . i think the reason for this is my school problems . i love my teacher so much but i am scared of speaking about my problems .	True
last night i nearly committed suicide by use to cut my arm when i am stressed out or i would drown myself in the bathroom when i was 13 years old . i got raped when i was 13 years old . hmm , i guess i have to live with it , but sometimes i get flash back on what happened also . also , i keep a knife in my draw so if anyone is stressed , i can use it . hmm , not really no , i do not think i will be here for you .	True
i am very angry . i need tips for ptsd . i’m anxious .	True
i do not know how i have been feeling this way for a long time . i just feel so tired of everything . i just want everything to stop . i have been feeling like this for three years . no , i do not feel right now .	True
no , i do not think that is the only way to deal with stress . i also sleep a lot and try to not be in gauge with people . i rest all day . yes , i can try to rest more .	True
how do i meditate better ? okay , let is get started . okay . i am ready to write to you .	True
well , when i am forced to give my opinion in groups of people , i usualy feel anxious . the reason for this is my face turns bringing red and my heart starts beating fast and i can’t think rationally . usually , i deal with this by getting more anxious because they will know i am anxious . my blushing is the worst part . i blush really bad .	True
ok , so i hate school and everything . i just need some techniques to help me with my anxiety . i do not know if i could tell you more . not really the school i go to is rubbish . i hate it there and they can’t even offer any support for my anxiety .	True
no , i have not tried to talk to my girlfriend about this . she is stupid girl . when i am angry , i want to beat someone . when i`m alone , i can control my anger .	True
and i am scared of asking out ppl because i don’t wanna know the consequences if it’s a no . well , there are consequences either a no or a yes . i just scared that i failed and out friendship ends or something .	True
i think i am pregnant because i’ve had sex . yes , i want to talk about it . i am scared that i might be pregnant .	True
i do not feel good . i just recently got into a relationship with someone i was on and off talking to for four years and it was so confusing and stressful over those four years and we just finally got together but now that we are together i have just been overthinking every little thing . i feel like he is gonna cheat on me with every girl , i think lowly of myself and think i am not good enough for him , i constantly worrying abt him and what he’s doing , and my happiness revolves around what he says to me and it makes me feel like i can not control my own life . i think he will cheat on me because i think he will never done anything to make me think that he will be like them and that he is gonna leave me so it is like every single second i am trying to cherish with him because i am in constant fear that he is going to leave me and i can’t lose him and if i lost him i already know it will be the lowest in my life . i have ever been .	True
i want to get hard no , i do not have a partner i don`t think that you can help me	True
getting them done is of course my first priority . i just get anxious with deadlines . and i am studying something crucial to my future .	True
