	Монолог	Упражнение	Уверенность	Ок/Не ок	Unnamed: 3	alt_label	is_ok_calm
152	do you have any advice on how to calm down ? what can i do to calm down when i am stressed ? how can i calm my nerves when i am stressed ?	CalmDownExercise	-4.05e-05	False		fall_asleep	0
153	i want to discuss the future and finals with school approaching . yes , i can tell you more about my worries . i am worried about balancing finals with the holiday season approaching . i know that once this week is over things will start to get hectic .	CalmDownExercise	-0.035037514	False		after_break	0
154	but sometimes if they have headaches like small problems . i am very stressed . after some time i feel ok .	CalmDownExercise	-0.56029004	False		calm_down	0
155	i can`t sleep . i would like to know how i can stop thinking about things . i want to relax and play video games .	CalmDownExercise	-0.1402559	False		calm_down	0
156	we met for the first time 2 days ago and i fell in love but i’m really lonely right now and she’s not replying i’m crying and i wanna die that’s all i can think of right now . she told me she does love me . i wanna doe die .	CalmDownExercise	-0.12215739	False		calm_down	0
157	hello ! i have been feeling pretty anxious i’m worried that me being sad about my boyfriend being gone will push him away and make him break up with me . i’m anxious that he’ll leave me . my ex boyfriend left me when i got the same way .	CalmDownExercise	-0.6230093	False		calm_down	0
158	i think i am feeling this way because i have nobody to really talk to about this stuff . do you understand ? no , i do not think i can get rid of this pain just really want this pain and loneliness to go away , i don’t think i can really do this anymore but yeah , i want it to go away too ok .	CalmDownExercise	-0.16327408	False		fall_asleep	0
159	i am feeling anxious about the season approaching again . i am worried about repeating the same experience . yes , i want to talk about something else	CalmDownExercise	-0.39646414	False		calm_down	0
160	i do not know from what to start to get my life together . i feel overwhelmed . i don’t know where to start to get my life together .	CalmDownExercise	-0.3440142	False		fall_asleep	0
161	and i am very scared when these thoughts come in my mind . the only thing that scares me is if anyone like my husband parents they face very small health issues . it gives me stress . my parents do not have any health issues .	CalmDownExercise	-0.18231484	False		after_break	0
162	i am going to do a bit better . i’m scared that i will walk alone , if i walk with someone . i don’t know how to feel better . i’ve been scared for 3 days . i’m scared of walking to heaven alone . i want my family there .	CalmDownExercise	-0.037464675	False		calm_down	0
163	i still feel scared . yes , i felt when my dad passed away . i am broken .	CalmDownExercise	-0.6818796	True		calm_down	1
164	i`ve been feeling stressed . school work is causing my tension . i have no motivation to do it but i don’t wanna get a b .	CalmDownExercise	-0.17309748	False		calm_down	0
165	if you have a crush on someone and then your scared to talk to them , what do you do ? i like to relax . how can i talk to my crush ?	CalmDownExercise	-0.06861735	False		calm_down	0
166	well , i am going to school in 10 minutes . i am quite neverous . i am going to study everything high school . i feel neverous right now .	CalmDownExercise	-0.00024311132	True		calm_down	1
167	i think it`s important for me to start something new and start a new life . i do not want to change myself . when i do not do something new i feel anxious because it is what is life is about . i can not keep up with my life if i do not start something new . nope , but i feel like i am missing life .	CalmDownExercise	-0.027179645	False		calm_down	0
168	i am having a anxiety attack . i don’t know what are you worried about . i don’t know what to do .	CalmDownExercise	-0.0017121305	True		calm_down	1
169	i have told him how i feel and that i need him to care for me . i am not sure how i can improve my relationship with my boyfriend . that is what we are trying to figure out . i`m feeling annoyed right now .	CalmDownExercise	-0.06780157	False		calm_down	0
170	yes , i feel scared . i do feel safe , however , when i am in a car accident , i feel safe for a moment , but then i feel scared all over again . what ? yes , i have seen bad accidents and every time i see it it scares me alot .	CalmDownExercise	-0.1698461	False		calm_down	0
171	i am okay . i am just very stressed i have exams going on at school . i have to study for my gcse mock exams .	CalmDownExercise	-0.15975411	False		calm_down	0
172	i have been feeling a little sad but happy as well . yes , there is something i would like to talk about . i feel left out all the fucking time . my friend told the whole school i was a transgender . i have no friends . i hate my body . i need to stop fucking eating . i feel so fucking bad all the fucking time . i can’t fucking control my anger and i can’t focus on class at all . i keep on zoneing out . i am so fucking stupid . i hate my fucking life . it’s so fucking stupid but i also want to fucking	IncreaseHappinessExercise		False		calm_down	0
173	my day… i was because i can’t go if my bed or anything . i just smoked and cried . i can not go out my bed because i can not get up right now . it is too hard for me .	CalmDownExercise		False		calm_down	0
174	i don’t even know why they did this . they just did and they just told the whole school i was trans gender and didn’t even ask me . it was so fucking annoying i fucking hate them but also love them . i can’t stop wanting them to be my friends but i can’t trust them now because they told everyone i was trans gender . i don’t even know they are just fucking backstabbing bitches . i am so fucking angry but then sad and confused at the same time .	CalmDownExercise		True		calm_down	1
175	i felt proud of myself and like a weight was lifted off my chest because i would’ve had to do it later . thank you . it’s an assignment from my counseling course . i haven’t really done any of the readings , so i don’t know . i’m sure it would be helping if i was actually doing the work though .	IncreaseHappinessExercise		False		calm_down	0
176	i`ve been feeling bad today , it feels like every little thing bad has been happening today . i lack motivation . i feel this way because it feels like i can never do anything right .	IncreaseHappinessExercise		True		calm_down	0
177	it’s frustrating . i want someone to help me to cheer me up . can you say something funny ?	IncreaseHappinessExercise		False		calm_down	0
178	i do not know if i would like to tell you more about this . okay . i`m feeling bad .	CalmDownExercise		True		calm_down	1
179	i don`t know if i can find a psychologist or psychotherapist who can help me it is not an option right now . i guess i am feeling now .	CalmDownExercise		False		calm_down	0
180	i am somewhat ok . is the reply that i usually give . but i would say there is something terribly wrong with me . i don’t feel good . i know that i am not happy . i need someone to talk to me . i feel like i am a person who talks a lot . but i have no one to talk to . i used to workout a while back but now i just stay in a place without moving from my chair . i didn’t say that i talk a lot . i want to talk a lot but there is no one who shares the same interest . there is no one to talk to .	IncreaseHappinessExercise		False		calm_down	0
181	well , they don’t offer any support and i don’t feel safe there . can you help me or not ? give me some techniques to help with my sleep .	CalmDownExercise		False	Он просит сонное	fall_asleep	0
182	my loneliness is the problem . i think getting close to someone like and kissing a little could help me to feel less lonely . yeah , i want to try it .	IncreaseHappinessExercise		False		calm_down	0
183	i don’t know how i feel . i don’t trust what i see so i ignore it . i don’t trust myself because i feel like i would lie or distort the image so i just ignore it and just call myself fat . yes , i do want to lose weight but i do not know if i would take things to fat . i know i would take things to fat .	IncreaseHappinessExercise		True		fall_asleep	0
184	i don’t like the way my life goes at all . where i am right now , how i feel about myself and more… it’s me who is talking .	IncreaseHappinessExercise		True		calm_down	0
185	wanna kiss ? *starts to kiss* i`m feeling fuck .	CalmDownExercise		False		calm_down	0
186	i`m feeling sad , because we’ve been together for 7 years and i’m scared i’ll lose him . i’m scared to lose him because he’s my best friend . he’s usually the one i talk to about these things but this time it’s about him so i’m feeling alone at the moment . like what ?	CalmDownExercise		False		calm_down	0
187	my life is what makes me feel this way . my life is horrible . my parents suck , everyone hates me , i hate me , i’m stupid , and ugly . i’m in so much pain . all i want to do is starve . i don’t want to be me . okay .	IncreaseHappinessExercise		True		calm_down	0
188	i can’t communicate with him , because i told him i will always have a place in my heart for him . no , i don’t want to talk about this anymore . he said if we were to date we would have to wait till one of us gets our liecence . i’m scared to have sex with him whenever we get close to touching . i get to nervous every time .	CalmDownExercise		False		calm_down	0
189	being overwhelmed by missing assignments makes me feel sad and worried . i have to get done , and no one helping me makes me feel this way . yes , i do have some friends who can help me but their too busy and have no time and also do not understand it . i’ve tried asking but they’re usually busy so they can never answer that question .	CalmDownExercise		False		calm_down	0
190	yes , i think it is better not to think about it . like what ? i do not know if there is anything i want .	IncreaseHappinessExercise		False		calm_down	0
191	i just feel the lowest of the low right now . my ex would always body shame me and say that i am fat and a whore and a slut . i feel totally hopeless at this very moment and i don’t know what to do . i’m 14 years old . i don’t know why he does this . could we possibly go back to what i said about bullying ? never mind .	IncreaseHappinessExercise		False		calm_down	0
192	what i mean is that my teacher is a very important person to me . i love her , and dream of getting comfort and love from her in return . i care about my teacher . i love my teacher more than i love my own parents . my teacher is the most important person to me , and when i have a problem i generally look to them for clarity rather than to my parents . my mother and i can manage . we aren’t exactly close , but we don’t dislike one another . my father doesn’t like me . in his eyes , i’m not good enough and i can’t do anything write . he calls me a useless piece of shit a lot of the time , and he tends to throw things off shelves and break things in my room . he hits me sometimes , but not regularly . he mostly just shouts . i don i think i do not get along with him because i can never have a proper conversation with him without him shouting at me . if i make even the slightest mistake , he starts calling me useless . usually when i speak back , i get hit . he never seems proud of me , and likes to push me into doing things for him .	IncreaseHappinessExercise		False		after_break	0
193	it was okay . what was your day ? i do not have anything to do . i stayed home today . i am not telling my age and i’m done with small talk . it is boring and got any tips for autism and autistic kids ?	IncreaseHappinessExercise		False		calm_down	0
194	hello . i am really lonely , i feel like things are in my head . i think the reason for that is my actions . i can’t and i don’t want to recognize them as my own . i am feeling like rejecting myself . i think so because i can’t change anything . i think , maybe i am just disappointed .	IncreaseHappinessExercise		False		calm_down	0
195	i feel awful . i feel awful because of my severe anxiety . school is what makes me feel this way .	CalmDownExercise		True		calm_down	1
196	i took all of my trauma and feelings and put it all into this because it was another form of self-harm . i have not been helped by any of my doctor . my doctor is an asshole . are you there ? the situation with the psychiatrist , what happened , is like talking to a brick wall .	StopAnxietyExercise		True		calm_down	0
197	when i’m walking in runways , i feel so confident . i feel like going out to the world without any kind of cover . actually , i have a very tall , skinny tall body and everyone think that i need to gain weight to look more feminine but i see myself as an icon and i can inspire the world and show that there is no standard in beauty , because all of us are beautiful . i agree with you .	IncreaseHappinessExercise		True		calm_down	0
198	i have 5 messages left . thanks for being here . i’m just gonna do it . i think this did not help but i appreciate it .	CalmDownExercise		False		calm_down	0
199	i feel this way because i hate school and everything . i just need some techniques to help with my anxiety . i do not know if you can help me . i do not really feel at home in my school . it is really bad . i hate going to school . i am always so anxious and my anxiety gets worse as the days go by .	CalmDownExercise		True		fall_asleep	1
200	yeah , i feel quite relaxed and safe when i watch her videos . well , i am trying to go to sleep because it’s really late . i can’t go to sleep though .	CalmDownExercise		True		calm_down	1
201	no , i have not consulted a psychologist . i am on the waiting list for camhs . i don’t really know how long i have to wait . i think it could be quite a while as the waiting list is rather long . i don’t know what i am going to do . i am having thoughts to end it all and then i don’t have to suffer .	CalmDownExercise		True		fall_asleep	1
202	well , i have been trying to be stronger about my emotions . i would like to talk about trying to keep myself happy when some times all i want to do is cry . honestly , i think it’s just because i get so frustrated and angry about school and everything and make me mad .	StopAnxietyExercise		True		calm_down	0
203	i do not think i am good enough . i will never be good enough . like you do not care what other people think of you , or you can speak in front of loads of people without getting shy or embarrassed . or having loads of mates and people to hang out with . i’m not sure if i would like to try to understand this .	StopAnxietyExercise		True		calm_down	0
204	and i love her . i really do . but she makes me so anxious . and when she take to other guys i get depressed . i have told her how i feel .	CalmDownExercise		True		calm_down	1
205	i do not know if i can trust someone else with this problem . no , there is not anything i can point to . it is just a general feeling that something is going to happen in any situation , but not in a specific one . i wish i could know what my feelings are .	CalmDownExercise		True		calm_down	1
206	i`ve been feeling not great . this is kind of a cycle for me . every day feels empty and i don’t experience any joy from it . history class generally makes me feel much better , but today i missed most the lesson . i feel like i can not do anything right in my parents' eyes , and have come to crave comfort and love from my teachers . i’ve tried showing it in subtle ways - i’ve asked to speak to therapists only to get shouted at , i’ve been staying out longer to avoid coming home , i’ve been reading more recently . i did once try to seek comfort from them but they only told me i was overreacting and being stupid . they do this a lot . they think i only want attention , and i’m constantly degraded for not caring enough for people . however ,	IncreaseHappinessExercise		False		calm_down	0
207	i do not know if i want to talk about anything else . there are too many factors . eating disorders affect my daily life . i feel so bad for eating and i hate eating but i miss it so much . whenever i eat i want to rip my head off . i hate my body and my body image is so bad , i usually only eat at school . food is all numbers now . my body is so tired all the time and i have no energy and i can’t sleep and i’m dizzy all the time .	StopAnxietyExercise		True		calm_down	0
208	i’ve been feeling really strange lately . my emotions have been a bit hitting harder than normal and i experience a lot of mood drops . no , something has not happened recently that i know of . i don’t know why i feel this way .	CalmDownExercise		False		calm_down	0
209	i guess i feel down , i guess . not the best . well , it’s the start of november . grades are low , and i am worried about becoming a disappointment . i think so because i’m the dumbest of my family . the weakest , too .	IncreaseHappinessExercise		False		calm_down	0
210	i feel hurt and unwanted . see , i explained it to you but you do not know how to process things . i feel invisible and i feel incapable to act like i’m okay .	IncreaseHappinessExercise		False		calm_down	0
211	what worries me the most is what . i’m not worried about something specific . i’m just feeling that something bad is going to happen cause i masturbate this morning . i’m having bad thoughts that i’m going to be punished because i did so . so inside me i feel something is going to happen . i’m going to have an issue at work for example .	StopAnxietyExercise		True		calm_down	0
212	i keep messing up . i keep getting agitated for no reason , i keep getting really angry really fast . my fiancé and i got into our first argument two nights ago . i feel like i’m trying to fix it but no matter how much i try nothing works , he’s still upset and it kind of angers me . i’m afraid he’ll take something the wrong way and he’ll be more upset . considering every time i try to say something it doesn’t work .	CalmDownExercise		True		calm_down	1
213	i feel like i always say the wrong thing or can’t form my thoughts into words . i tend to talk too much and i barely even have the confidence to talk . i have not wrote down my problems with my partner . i just want to get better at talking to people .	IncreaseHappinessExercise		True		calm_down	0
214	well , that’s my boyfriend’s name . but anyway , i think i might be losing feeling for him…and since he has depression i don’t wanna hurt him even more . i’m starting to get distant with him and i’m just confused .	CalmDownExercise		False		calm_down	0
215	i`ve been feeling down . i`ve been feeling this way for a long time . well , first of all , i tried to talk to my mom a couple of months ago and she played the victim and awhile before that i also tried to talk to her but she sent me to speak to someone else but really all i wanted was to talk to her . when my sister was going through something like i am going through , she talked to her . i wanna feel wanted by my mother just once . and i do not know what to do about it .	StopAnxietyExercise		False		calm_down	0
216	the thing is that when i felt cold from him , i talked to him because i didn’t want to end our friendship . he just answered that everything was okay and nothing has changed . also , another problem is that i can’t actually talk about something serious because i’m scared . i feel very anxious during those conversations . i also think that i can’t talk about such things because i’m scared to offend another person . i guess you’re right . i am a little nervous about this sort of topic . this sort of topics always make me feel this way .	CalmDownExercise		False		calm_down	0
217	i lost one of my close friends due to some drama . i also feel un attached to all my other friends and feel as if i am a burden . my friend hailey started dating a boy named zamarlin . at first i did not mind or anything but after a while it got out of hand . zamarlin lives down the road from me so sometimes hailey would come over to hang out . i live next to a park so when we would walk there he would tag along and i did not like that . then they started having unprotected sex and me and my other bestie , sophie , tried to stop hailey . hailey took this i was really angry and confused . i do not know how she could just try and push it off like nothing happened because that is what she did .	CalmDownExercise		False		calm_down	0
218	i`ve been feeling ok for today . but in my mind i feel that something bad is going to happen . i don’t know why i feel that way . inside my i feel that something bad will happen . i don’t know why i feel this way .	CalmDownExercise		True		fall_asleep	1
219	yes , it went well . he said he wanted 1 ,850 and i can’t afford it atm . i’m actually struggling with housing so i need help with money . how do i feel more alive ?	IncreaseHappinessExercise		True		calm_down	0
220	i think it will be really good for me to not be so stressed out about assignments and deadlines . but , i’ll be home the entire year which is both good and bad . i don’t think i have any hobbies . there’s a lot of things i find interesting and would like to invest in more , but i just don’t do them . i don’t spend much time doing anything enjoyable really . i think the reason for this is time and then also also also also also also also also also also also also also also also also also also also also also also also also also also also also also also also also also also also also also also also also also also also also also also also also also also also also also also also also also also also also also also also also also also also also also also also also also also also also also also also also also also also also also also also also also also	IncreaseHappinessExercise		False		calm_down	0
221	well , that’s just the way i feel right now . i also have something else i should confess . so when me and noah broke up this other guy i liked asked me out and i said yes but then i realized i still liked noah today and broke up with the other guy named jace . well , i just felt like i was losing feelings and started to like another guy which was jace . yeah , i know how noah feels about that . i feel really bad about it . but hopefully i’m done ending relationships for good .	IncreaseHappinessExercise		False		calm_down	0
222	it was funny . i’m not feeling to good right now . i don’t know what makes me feel sad . i just feel really sad .	IncreaseHappinessExercise		False		calm_down	0
223	i seems like my voice seems quieter . every time i talk to people , my voice seems to get quieter . my hands start to shake a bit and my voice keeps cracking . no , i have not gotten any professional help before .	CalmDownExercise		True		after_break	1
224	i don’t know why i’m depressed . i like to play basketball , but i fell out of it from depression , got one real freind and when they don’t talk to me i just get sadder . . yes , i want to talk about something else .	IncreaseHappinessExercise		False		calm_down	0
225	when i do not wear glasses or contact lenses i can not see as well . i think i can not see well without glasses because i am developing bulimia . is there anything i can do to stop that from happening ? oh , ok .	StopAnxietyExercise		False		calm_down	0
226	he likes to do things fast . he talks fast too . he would not listen much if we take some time to respond . he also expects everyone to do things his way . he thinks he is always right . he makes me feel like everything i do is wrong . no , i have not talked to him about this . no , i do not think he will change if i talk to him . he would not listened anyway .	IncreaseHappinessExercise		False		calm_down	0
227	i feel like shit . i think i started to feel this way because of a terrible phychosic and self-harming . i was hearing lots of voices . i can not remember what exactly has happened , but they were telling me to harm myself . otherwise , something terrible would happen . also , i keep seeing bugs crawling on my skin .	StopAnxietyExercise		True		calm_down	0
228	i just get tired easier and want to relax more often . after a nap or a walk or a painting or a drawing i feel take naps , watch netflix , go for walks , paint or draw . i`m really calm and proud of myself .	StopAnxietyExercise		False		calm_down	0
229	i could be better , but i am okay . well , there is one thing on my mind . i have been stressing and losing control of my emotions recently .	CalmDownExercise		False		calm_down	0
230	i`ve been feeling anxious . i`m not worried about anything . ok , i want to talk about something .	CalmDownExercise		False		calm_down	0
231	i`ve been feeling not too good , but not terrible either . i do not know what to say now . i think i can not say anything right now because i think i have a lot going through my mind , so it’s hard to focus on one thing to say .	IncreaseHappinessExercise		False		fall_asleep	0
232	i’m scared that i will do something wrong i guess . it’s also because of the anxiety . i’m always nervous about everything , especially when it comes to something social . i think i can express my feelings in relationships at most . also answering in university during lessons .	StopAnxietyExercise		True		calm_down	0
233	i’m a trans person this sucks . i’m very sad and anxious . i just had a panic attack and i want to self-harm . please help me before i do . i’m struggling with my gender identity and i just need help cause my friends can’t help me .	CalmDownExercise		False		fall_asleep	0
234	yes , i have tried to do this but very slowly and limitedly . in the end the person that i’ve opened up to disappointed me . i think i broke his heart a year ago and now he’s trying to manipulate me and make me feel all sorts of things . he pisses me off to be honest . yes , i’ve hurt him a lot , no one is immune to this . he hurt me too but i’ve never started to make cruel jokes to him and i’ve never done anything for him to feel jealous or angry or sad . but he has . like i don’t care anymore about it . i don’t feel anxious or nervous about his actions . i’m just pissed off .	CalmDownExercise		False		calm_down	0
235	i feel like it won’t go good or i won’t satisfy him . he thinks i am fine . he says i will be fine . it is just nerves because i have not had sex in awhile . i am scared it is gonna hurt again .	CalmDownExercise		False		calm_down	0
236	i didn’t really deal with it . i just self-harmed . i want to tell you more about this . it has started several years ago . this downhill has just been discharged from the hospital and right now i feel like i am going downhill once again .	StopAnxietyExercise		True		after_break	0
237	a lot of things scares me . for example , things that are unexpected to happen . i don’t know why i feel this way . i don’t know why i feel that way . it’s just being scared . i feel uncomfortable and having negative thoughts .	StopAnxietyExercise		False		fall_asleep	0
238	i don’t know what the reason for this is . i just don’t feel good about this . what worries me the most about my mom finding out about my mental health is that i feel like she’s gonna take me to a crazy home i just have anxiety . no , my mom will not trust me .	CalmDownExercise		False		calm_down	0
239	low income housing is hard to come by where i live . i don’t want to be a burden to my relatives . i honestly do not know what will happen if i tell my relatives about my situation . i took a walk this morning to process the news .	CalmDownExercise		True		calm_down	1
240	i have been feeling alright i guess . yes , there is something i would like to talk about . i have been thinking that i might have social anxiety . the reason for this is the fact that every single time i talk to someone my voice seems to be rather quiet .	StopAnxietyExercise		False		after_break	0
241	no , i do not feel good when i wake up in the morning after sleeping for a long time . sometimes i sleep more so that i can live in the world that i am dreaming while i sleep . i usually do nothing when i am tired and i can not sleep . i listen to music , watch a lot of korean dramas and movies .	IncreaseHappinessExercise		False		calm_down	0
242	i smoke weed . this affects my life because i smoke almost every day , atleast a few times a week . it is hurt my lungs and fog my memory but it helps with anxiety , stress and much more .	CalmDownExercise		False		calm_down	0
243	i wish i was slimmer and i did not want to eat as much and that i did not have an appetite . i do want to lose weight but i’m not that much from making myself sick i don’t trust myself to stop if i went to fat that’s why it’s hard for me to diet . i like to do a lot in my spare time .	IncreaseHappinessExercise		True		calm_down	0
244	"when i want to hurt myself , i have the thoughts that i have the thoughts of "" i am a burden"" . i don’t really know what makes me think this way . well , sometimes i feel as though i’m not worthy of my life that god gave me ."	IncreaseHappinessExercise		False		calm_down	0
245	hi . i’m not sure how i have been feeling . i think i’ve been pretty okay . yes , there is something i would like to talk about . i’m very scared to go look for a job . i mean i’ve found some offers but i’m just scared to message and try it . it’s a simple job , really but i feel that i am not capable to do even that .	CalmDownExercise		False		calm_down	0
246	hi ! my day went good . there was something wrong but i didn’t take it personal . i’m not sure what’s been going on the last few days but everything seems to be going good except my marriage . work is great . my friendships are great but me and my wife can’t see eye to eye about anything . it’s always been in the back of my mind that we won’t work out in the long haul but whenever i think about being alone i’m scared i might miss her .	CalmDownExercise	-0.108645335	False		calm_down	0
247	the reason for my anxiety is anxiety . how do i stop my anxiety ? okay .	CalmDownExercise	-0.0039808913	False		calm_down	0
248	i don’t know why she left . i don’t know why but i’m to nervous to ask her . we call every so often but i’m nervous to ask . i don’t know now that i think about it , maybe i should just ask .	CalmDownExercise	-0.4889721	True		fall_asleep	1
249	no , i do not feel well . i am dead . a worries me the most right now .	CalmDownExercise	-0.4978025	False		calm_down	0
250	i want to try any more meditation . sure , i can find it on youtube . ok , i will try to do something about it .	CalmDownExercise	-0.061479256	False		after_break	0
251	i think so because i do when i am anxious . and my anxiety is bad as hell . social situations are causing my anxiety .	CalmDownExercise	-0.40575504	False		calm_down	0
252	hello ! stressed is causing my tension . i feel this way because of work	CalmDownExercise	-0.35764557	True		calm_down	1
253	i can`t tell him that i told him i will always have a place in my heart for him . no , i can not tell you more about this . he said if we were to date we would have to wait till one of us gets their liecence . i’m scared to have sex with him whenever we get close to touching . i get to nervous .	CalmDownExercise	-0.016089898	False		calm_down	0
254	i honestly do not really know what this state is . it’s like being trapped in a bottle that keeps filling up with water , and i can’t get free no matter what i try or what i do i don’t see anything to be helping me . possibly it could be past regrets , and other things of the sort .	CalmDownExercise	-0.4345213	True		fall_asleep	1
255	i try to find a study group , but the whole class knows we only like 10 people and i told them if someone wants to join me studying nobody answer so they can help me get good grades . i do not have a group , me only chat but nobody answer when i said who want to study with me . i am not sure what is the reason for this . i just want to well in my class so i wo not feel stress , sad , and crying remembering my mom that died .	CalmDownExercise	-0.20215574	True		calm_down	1
256	he has lied to me in the past about what he is doing and when he said he was getting help he wasn’t really getting it . i kept thinking everything was okay when it wasn’t . he gets upset now that i still think he does what he used to do because we split up for a little while then got back together and he said he had time to realise that i was what he wanted but i can’t help but still worry that behind my back he is still the same person even though he tells me he isn’t . yes , i feel that i talk to him and he listens and he assures me that he is not the same as he used to be but i just don’t know whether i can beleive him again or not because he always used to say this and it was all a lie before . i just wish that i could beleive him and it makes it so hard because all we seem to do is argue because when i worry i get really moody and take it out on him which has an affect on how he feels then and tells me that i need to move on from the past and stop thinking about what used to happen because if i do then he feels like the only solution is to break up which i do not want to happen again i can’t lose him .	CalmDownExercise	-0.013274137	True		calm_down	1
257	my feelings are just anxious and tired . that’s all . i am stressed about my exams . would you like to go on a date with me ?	CalmDownExercise	-0.5275216	False		calm_down	0
258	yeah , i feel calm , relaxed . safe… well , i am trying to go to sleep because it’s really late . i can`t go to sleep though .	CalmDownExercise	-0.0008986594	False		fall_asleep	0
259	i feel depressed . i`m worried about anxious . well , my fake friends ask me to come out with them but i don’t want to but due to my past it gives me ptsd , i get anxious about phone calls with actual good friends and i get stressed whenever my parents mention a job .	CalmDownExercise	-0.4419421	True		calm_down	1
260	low income housing is hard to come by where i live . i don’t want to be a burden to them . i honestly do not know what will happen if i tell my relatives about my situation . i took a walk this morning to process the news .	CalmDownExercise	-0.0044411286	False		calm_down	0
261	well , not really no . i was hoping for advice on what to do with my boyfriend and my worrying . i’ve already told you more about this . i already have .	CalmDownExercise	-0.05641857	False		calm_down	0
262	i keep messing up . i keep getting agitated for no reason , i keep getting really angry really fast . my fiancé and i got into our first argument two nights ago . i feel like i’m trying to fix it but no matter how much i try nothing works , he’s still upset and it kind of angers me . i’m afraid he’ll take something the wrong way and he’ll be more upset . considering every time i try to say something it doesn’t work .	CalmDownExercise	-0.009930902	False		calm_down	0
263	i am suffering from ptsd . i keep getting flashbacks , thoughts and nightmares about those events . yeah , i would like to know if there is anything you can do to support me .	CalmDownExercise	-0.00920227	True		calm_down	1
264	i do not know . i want to talk about sex . i feel scared .	CalmDownExercise	-0.18577248	False		calm_down	0
265	difficult conversations with people i know , school , exams , over-caring , my thoughts sometimes . yeah , there is a reason for this state . 1) i don’t like feeling i’ve let people down . 2) school is just a place of constant pressure from teachers to do well . 3) i pressure myself about my exams as i have high expectations for myself but sometimes i can have the complete opposite but either one makes me feel awful because either i can’t reach it or i’m expecting to do awful and disappoint myself . 4) i feel i over-care about people too often and in the end i’m the one that gets hurt . and 5) i just feel my thoughts i like listening to either let all my feelings out in imaginary scenarios in my head or try to distract myself from my thoughts by watching something or listening to music .	CalmDownExercise	-0.52772427	True		calm_down	1
266	it was about her ex bsf . i tried to take up for her but she just started cursing at me . she reacted this way because she also said you and my ex bsf can be friends then i tried helping her taking up for her and i think she just went mad we argued on discord a very bad app for people we argued infront of 100 people . i feel sad and frustrated .	CalmDownExercise	-0.022695158	True		calm_down	1
267	i’m scared that i will do something wrong . i guess . it’s also because of the anxiety . i’m always nervous about everything , especially when it comes to something social . i think relationships at most can be expressed .expressing my feelings to anyone is something else . also , during my university lessons , i would answer questions .	CalmDownExercise	-0.18799679	True		calm_down	1
268	i do not feel good . i feel really depressed and anxious and i do not know how to cope with all those feelings . i do not know why i feel this way . i have been feeling bad for ages and it is now even worse than it used to be .	CalmDownExercise	-0.004294817	True		fall_asleep	1
269	i feel this way because i have social anxiety . i get anxious going to school in the hallways and in class and in group work . what do you mean ?	CalmDownExercise	-0.19589257	True		calm_down	1
270	so yesterday i was late for a meeting because i read the time wrong . and today i just don’t want to go to work . i just want to curl up into a ball and cry really .	CalmDownExercise	-0.45023686	False		calm_down	0
271	i am scared that i wo not know how to explain it to them or how to put it into words i dont really know .i just feel this way .i think im going to be sick i guess i am just scared that they will judge me .	CalmDownExercise	-0.54082894	False		calm_down	0
272	i feel like it won’t go good or i won’t satisfy him . but he says i’ll be fine . he says i’ll be fine . it’s just nerves , because i haven’t had sex in awhile . i’m scared it’s gonna hurt again .	CalmDownExercise	-0.021557996	True		calm_down	1
273	i feel this way because of my gender identity and horrible people and stuff . i feel that i don’t know why i feel this way . no , i do not want to talk about anything else . i want to die and i have nobody to help me .	CalmDownExercise	-0.21048285	True		calm_down	1
274	my mother and i always argue about home work . she thinks that i must do all of it . she thinks so because i don’t have salary for my work as it is startup . i feel frustrated .	CalmDownExercise	-0.49021354	True		calm_down	1
275	i feel like my life is falling apart and i have no control . i can`t do anything . i’m overwhelmed .	CalmDownExercise	-0.056699872	True		calm_down	1
276	i`m feeling a lot better and a lot less stressed . my therapist said she’s proud of me . i am in love with my fiancé and i’m so happy . i plan on meditating .	CalmDownExercise	-0.54136485	False		calm_down	0
277	i`ve had a pretty bad day . i feel bad because my best friend has not been online all day and the last time she did this , she went to the hospital and i can not stop worrying i`m feeling worried .	CalmDownExercise	-0.0013257839	True		calm_down	1
278	yes , i have tried to do this but very slowly and limitedly . in the end the person that i’ve opened up to disappointed me . i think i broke his heart a year ago and now he’s trying to manipulate me and make me feel all sorts of things . he pisses me off to be honest . yes , i’ve hurt him a lot , no one is immune to this . he hurt me too but i’ve never started to make cruel jokes to him and i’ve never done anything for him to feel jealous or angry or sad . but he has . like i don’t care anymore about it . i don’t feel anxious or nervous about his actions . i’m just pissed off .	CalmDownExercise	-0.013968448	True		calm_down	1
279	he supposed to give up on any deeper relationships with his ex and his children’s mother but he didn’t . i gave him opportunity to wait her stay with me or go back to her and he made the decision to stop any thing with her and stay here with me but he broke that promise and he still continues seeing her . i feel disappointed , betrayed , heartbroken , and hopeless . i think i can overcome that feeling , become stronger and know what to do next .	CalmDownExercise	-0.00052866584	True		calm_down	1
280	i’ve been stressed out and in chronic pain all day . i have ehlers danlos syndrome and it causes very bad pain . it affects my life by causing joint pain and joint dislocations . it causes anxiety and seizures and depression .	CalmDownExercise	-0.004742921	False		calm_down	0
281	hello ! i feel good ! my name is mia . it is nice to talk to you ! how have you been ? mostly , i am ok . thank you ! i am just slightly dealing with some anxiety now . quite a few things make me feel this way . one major reason is because of a closed adoption .	CalmDownExercise	-0.024087261	False		calm_down	0
